id,date,tweet
1324129498640470016,2020-11-04 23:20:48+00:00,"Democratic presidential challenger Joe Biden wins in Michigan, flipping another state Trump won in 2016, according to US media. #Elections2020 | via @AFP https://t.co/z3EagPvJPO"
1324129486317735938,2020-11-04 23:20:45+00:00,The SC has set a preliminary meeting in preparation for the much-awaited oral arguments on the 37 separate petitions contesting the constitutionality of the controversial antiterror law. | @MRamosINQ https://t.co/yWOtOBHs1a
1324128569002463232,2020-11-04 23:17:06+00:00,"A Republican candidate was elected to the state legislature in North Dakota, despite the fact that he had died a month earlier of coronavirus, officials said. https://t.co/iv8MOTDZXh"
1324128253251125251,2020-11-04 23:15:51+00:00,"Joe Biden said he was confident of winning the presidency once all votes are counted, saying he was leading Trump in the remaining swing states that will determine the election’s outcome. https://t.co/01Whg8Nej7"
1324127573664620545,2020-11-04 23:13:09+00:00,"Democratic presidential challenger Joe Biden wins Wisconsin, in blow to Trump, says US media #Elections2020 | via @AFP https://t.co/wfRPlMWo34"
1324125642292629510,2020-11-04 23:05:28+00:00,"Bayan Muna Rep. Ferdinand Gaite even specified the website address of Congress — https://t.co/XyUneCzRT4, saying in Filipino, “All the ‘acts’ that Bayan Muna members devote their time on are all there. ” | @GabrielLaluINQ"
1324124371649286145,2020-11-04 23:00:25+00:00,An international survey said that the Philippines was one of the safest countries in the world as its citizens feel secure and have confidence in the police. | @krixiasINQ https://t.co/W5Fd5RSq5a
1324123122098950145,2020-11-04 22:55:27+00:00,"Severe Tropical Storm #SionyPH managed to maintain its strength Wednesday night, prompting state meteorologists to advise people in Northern Luzon not to be complacent about the weather. | @GabrielLaluINQ https://t.co/CtJOBoj2wL"
1324122488939438090,2020-11-04 22:52:57+00:00,"Joe Biden has won the vital battleground of Wisconsin, flipping a state won by Donald Trump in 2016 and boosting his own chances of winning the White House. https://t.co/qPRE8pPhDL"
1324121492167266305,2020-11-04 22:48:59+00:00,Democratic presidential challenger Joe Biden neared the magic number of 270 electoral votes needed to win the White House with several battleground states still in play. https://t.co/gK9XEmtAu8
1324120336024047619,2020-11-04 22:44:23+00:00,"Today's Inquirer front page (November 5, 2020).

More at https://t.co/11GKG8Ybzy. 📰#INQFrontPage https://t.co/6zOnKmAGEz"
1324101887084429312,2020-11-04 21:31:05+00:00,"Today's Morning Prayer. #INQPrayers

Father, our Lord, and our God, we sing you praises and give you thanks as we remember the blessings you have bestowed on my family and me. https://t.co/ntjH6HztBV"
1324018816817405954,2020-11-04 16:00:59+00:00,JUST IN: Twitter labels President Trump comments on ballot irregularities 'misleading' @AFP https://t.co/g5qN3om1CC
1324008900681703424,2020-11-04 15:21:35+00:00,"An unidentified gunman barged into a hospital in Angono, Rizal, on Wednesday morning and shot dead a man being treated for gunshot wounds in the head that he got in an earlier attack. | @GabrielLaluINQ
 https://t.co/IuCrxa37Id"
1323995925740580866,2020-11-04 14:30:02+00:00,LOOK: A gorilla made of rice straw at an amusement park on the shores of Huay Tueng Thao lake outside Chiang Mai in Thailand. | 📷Mladen ANTONOV / AFP https://t.co/gmgAmVq4Es
1323988524572573696,2020-11-04 14:00:37+00:00,"A 77-year-old congresswoman and two more employees of the House of Representatives were found positive for SARS-CoV-2, the new coronavirus disease that causes COVID-19. | @NAMercadoINQ https://t.co/IhNhmF22h2"
1323980473408905218,2020-11-04 13:28:37+00:00,There would be no mass gatherings in Negros Occidental and Bacolod City on Thursday to commemorate the day Negros folk defeated Spanish colonizers in 1898. | @carlapgomezINQ https://t.co/0LVMudUxUo
1323972116568592387,2020-11-04 12:55:25+00:00,Kyla recounts scary ski adventure where husband Rich Alvarez went missing https://t.co/Npv3A0ckaV
1323970803713691648,2020-11-04 12:50:12+00:00,"Pope Francis expressed his regret at having to again abandon his weekly general audiences with the public owing to coronavirus, as he gave a live-streamed address from the Vatican. https://t.co/pzAq9Hd7PI"
1323968475669430272,2020-11-04 12:40:57+00:00,French prosecutors said that the public housing agency for the southern port city of Marseille has been charged with manslaughter over the collapse of two apartment buildings two years ago. https://t.co/jlDOQuHM7h
1323965494693683200,2020-11-04 12:29:06+00:00,"“Ang public hearing ng Senado ay para dinggin ang bawat panig ng issue. It is unfair for the committee to shut out either party to prevent them from confronting any issue that may need an immediate response,” Lacson said. | @CMRamosINQ  https://t.co/1SIfYYoJfK"
1323963318042808320,2020-11-04 12:20:27+00:00,Slovenia’s conservative prime minister congratulated US President Donald Trump for winning re-election even though neither Trump nor challenger Joe Biden has yet won an outright victory. #Elections2020  https://t.co/ZYtF8qHxut
1323962670442147842,2020-11-04 12:17:53+00:00,"A 77-year-old congresswoman residing in Quezon City tests positive for COVID-19, according to MDS Director Dr. Dick Dizon. | @NCorralesINQ https://t.co/iqzUCokCiK"
1323960488896573440,2020-11-04 12:09:13+00:00,"In its 2020 Global Law and Order report, the Philippines had an index of 84 and is tied with countries Australia, New Zealand, Poland, and Serbia.

“The higher the score, the higher the proportion of the population that reports feeling safe,” Gallup said.
https://t.co/zYbWFev4F6 https://t.co/pW967CBRRb"
1323958725355266049,2020-11-04 12:02:12+00:00,"LOOK: A man stands by a damaged building on November 1, in Izmir, after a 7.0-magnitude quake struck Turkey's western coast and parts of Greece. | 📷Yasin AKGUL / AFP https://t.co/AfQS8AW2TX"
1323957109936037890,2020-11-04 11:55:47+00:00,Volatility gripped financial markets Wednesday with the US election outcome clouded by huge uncertainty. #Elections2020  https://t.co/q31A4NCJTQ
1323954060874141696,2020-11-04 11:43:40+00:00,"At least 377 OFWs, arriving in Subic from the Clark Freeport at the height of Typhoon Rolly, had been accommodated in hotels for quarantine. https://t.co/bvS0AKbml6"
1323952153808044032,2020-11-04 11:36:05+00:00,"Turkey fined Facebook, Twitter, and three other social media companies for failing to appoint a country representative under a controversial law which came into force last month. https://t.co/caHU2vgZwX"
1323949697086726144,2020-11-04 11:26:20+00:00,"Investors rushed to adjust portfolios for a tighter and later U.S. election result than many had assumed before Wednesday, with pre-poll expectations of a clear Democratic party win in White House. #Elections2020  https://t.co/JWqx6mVNcL"
1323948187632230402,2020-11-04 11:20:20+00:00,"Celebrity vlogger Donnalyn Bartolome made herself busy on Nov. 1 through an activity for her broken and “dead” heart, that of unboxing all the stuff sent back to her by her ex-boyfriend. https://t.co/yG6orxx3Jm"
1323947118537641986,2020-11-04 11:16:05+00:00,"British-based Smarkets exchange is giving Trump and Biden an almost an equal chance of winning as of 1000 GMT, with Trump sitting at a 51% chance. #Elections2020  https://t.co/cMw4MC8SVh"
1323945950415622149,2020-11-04 11:11:26+00:00,Facebook Inc. and Twitter Inc. flagged some of President Donald Trump’s posts on the U.S. election as votes were still being counted. #Elections2020  https://t.co/aNSIb9gvdH
1323944450461175809,2020-11-04 11:05:29+00:00,"A huge part of Luzon including some portions of Visayas may experience rain on Thursday as Severe Tropical #SionyPH continues to intensify the northeasterly surface wind flow, the state weather bureau said. | @GabrielLaluINQ https://t.co/oONtC1gRls"
1323943864785227776,2020-11-04 11:03:09+00:00,"“God is so good. Today I am voting for the first time in my life for the President of the United States, and it’s for someone I truly trust… me,” Kanye West tweeted. #Elections2020  https://t.co/eOtkvP4Lhx https://t.co/Iq8ZzBNerN"
1323940644881137664,2020-11-04 10:50:22+00:00,"BioNTech’s Chinese partner Shanghai Fosun Pharmaceutical Group does not plan to run further clinical trials of the German firm’s coronavirus vaccine candidate that has completed early-stage trials in China, an executive said. https://t.co/fIu7VntQK5"
1323939392298299392,2020-11-04 10:45:23+00:00,"A man fired several gunshots into a home in Michigan, United States during a domestic dispute that a witness said started after someone’s baby got called “ugly.” | @IBiongINQ https://t.co/0QV0hMwA0e"
1323938406271983616,2020-11-04 10:41:28+00:00,"Via @banderainquirer

4 Pinay sa Australia rarampa sa Mrs. Universe pageant https://t.co/APJb4N2IJQ"
1323937091525451776,2020-11-04 10:36:14+00:00,"“The president’s statement tonight about trying to shut down the counting of duly cast ballots was outrageous, unprecedented, and incorrect,” Biden campaign manager Jen O’Malley Dillon said. #Elections2020 https://t.co/ota6BMliSM"
1323935662618206208,2020-11-04 10:30:34+00:00,"As the SOGIE equality bill faced another day in Congress, stars of Boys’ Love (BL) series made their voices heard in support of the legislation. | @NGunoINQ https://t.co/1D0NvC12Z8"
1323934492000686081,2020-11-04 10:25:55+00:00,"Hungary’s foreign minister tested positive for coronavirus in Thailand, the kingdom’s health minister said. https://t.co/YZUxmiaV65"
1323934479178629121,2020-11-04 10:25:52+00:00,LOOK: The Office of the Vice President prepares relief goods for the families that were affected by Typhoon #RollyPH. | 📷OVP https://t.co/LCfr0GmI4q
1323933193247117312,2020-11-04 10:20:45+00:00,"The Malaysian government is looking at ways to defer or suspend elections because of the surge in Covid-19 cases, two ministers told Parliament this week. #AsiaNewsNetwork  https://t.co/IXXZDzAS1q"
1323931834439393280,2020-11-04 10:15:21+00:00,German Defense Minister Annegret Kramp-Karrenbauer warned the United States was facing a “very explosive situation” and a possible systemic crisis after Trump prematurely declared election victory. #Elections2020  https://t.co/ebrQ120Amx
1323931227594870784,2020-11-04 10:12:56+00:00,"Siony has intensified further as it remains almost stationary over the Philippine Sea, with state meteorologists saying that it may intensify further as a typhoon category before making landfall. | @GabrielLaluINQ https://t.co/LTnQ5SJmga"
1323930797313826818,2020-11-04 10:11:14+00:00,"“You keep on saying that you support us, that you love us. But you do not recognize our rights. What kind of love is that? That’s hypocrisy,” Bataan 1st Dist. Rep. Geraldine Roman said. | @NAMercadoINQ https://t.co/WwepJvdPvd"
1323929421154291713,2020-11-04 10:05:46+00:00,The Quezon City government urges malls and restaurants to make use of open-air spaces or naturally ventilated indoor venues in their operations. https://t.co/T79R33bVWQ
1323928352038768644,2020-11-04 10:01:31+00:00,"Tonight's Evening Prayer. #INQPrayers

Father, we go to sleep tonight full of trust in your mercy and consolation so we will wake up to another day free from our fears. Lord, have mercy on our family and country. Amen. https://t.co/1xOZ3dqG3h"
1323927554735132672,2020-11-04 09:58:21+00:00,Several American stars have taken to social media to share with fans their political views amid the 2020 United States presidential elections. #Elections2020 | @IBiongINQ  https://t.co/r1uOGoTGo5
1323926921927864321,2020-11-04 09:55:50+00:00,"A North Korean man was captured by South Korea’s military after he crossed the inter-Korean border on foot along the east coast, the Joint Chiefs of Staff said. #AsiaNewsNetwork https://t.co/ZhIJD43FCQ"
1323925277831884801,2020-11-04 09:49:18+00:00,"LOOK: Vice President Leni Robredo continued her visits to Bicol Region provinces hit by Super Typhoon Rolly, this time going to Minalabac town in Camarines Sur. | 📷OVP

READ: https://t.co/EfbYwtH4Zr https://t.co/npghmBsMxB"
1323924688452653057,2020-11-04 09:46:57+00:00,Presidential daughter and Davao City Mayor Sara Duterte on Wednesday visited five provinces hit by Typhoon #RollyPH with Senator Imee Marcos. | @CMRamosINQ https://t.co/uSDxV6mW0N
1323922934033866753,2020-11-04 09:39:59+00:00,"Angel Locsin is offering an assistance of P1,000 to those who have been affected by the onslaught of Typhoon #RollyPH. https://t.co/JqkKVGeU0J https://t.co/dtzBozIyld"
1323921909881446402,2020-11-04 09:35:55+00:00,East zone water concessionaire Manila Water announced it would defer its scheduled rate hikes in 2021 as part of its efforts to help customers burdened with the coronavirus pandemic. | @DYGalvezINQ https://t.co/onBP4PsQai
1323920627259133952,2020-11-04 09:30:49+00:00,"Via @banderainquirer

Julia umaming in-love ngayon; na-trauma sa paghihiwalay nila ng dating dyowa https://t.co/7frvfhpbvq"
1323917136843034624,2020-11-04 09:16:57+00:00,"[As of 5 p.m Manila time] Democratic presidential candidate Joe Biden is leading the electoral votes with 238 against US President Donald Trump with 213 votes, according to the latest AFP tally. #Elections2020 https://t.co/DuXZXMiGXc https://t.co/wrRyDtU2ff"
1323916849977974785,2020-11-04 09:15:48+00:00,"A band of Filipino women based in Australia will take part in the 2020 Mrs. Universe pageant, which will have a virtual spin this year given the Covid-19 pandemic. https://t.co/oQNvl57K12"
1323916011347841024,2020-11-04 09:12:28+00:00,"Maine was won by Biden, but so far, he has only three of the four electoral votes on offer, with the last still to be decided. So far, that gives Biden 238 electoral votes and Trump 213. #Elections2020 https://t.co/dMa3nbBl9x"
1323915601908174850,2020-11-04 09:10:51+00:00,Democratic party voters in the overwhelmingly blue capital Washington put on brave faces and said they were preparing to dig in for a long haul. #Elections2020 https://t.co/YTV9yZxMg6
1323913397075877888,2020-11-04 09:02:05+00:00,"Vice President Leni Robredo continued her visits to Bicol Region provinces hit by Super Typhoon Rolly, this time going to Minalabac town in Camarines Sur. | @GabrielLaluINQ https://t.co/FRFfv5EQBH"
1323913250946371584,2020-11-04 09:01:30+00:00,"Via @banderainquirer

Direktor ng BL movie feel na feel ang tambalang Jameson at Joao https://t.co/jn14Ck7YqD"
1323910696522928128,2020-11-04 08:51:21+00:00,Here are some highlights from the polls: https://t.co/L85pUw1o0D
1323909294643924993,2020-11-04 08:45:47+00:00,The alliance and friendship between the Philippine and the United States “will not change” and will only continue to grow in the future regardless of who sits at the White House. #Elections2020 | @CMRamosINQ https://t.co/59IthhAi5k
1323909082315632640,2020-11-04 08:44:56+00:00,"Via @InquirerUSA

Filipino verbally attacked by racist aboard a Vancouver area bus https://t.co/9FFHFOznZM"
1323908832494526464,2020-11-04 08:43:57+00:00,"The United States left the Paris accord on Wednesday, becoming the first country to ever withdraw from an international climate change pact as the fate of its presidential election hangs in the balance. https://t.co/yskzkVtJjT"
1323906743273984000,2020-11-04 08:35:39+00:00,Democrat Joe Biden has won the statewide vote in northeastern Maine. #Elections2020 https://t.co/2Xdp4EyrMh
1323905843457384450,2020-11-04 08:32:04+00:00,"The DOH on Wednesday logged 987 new cases of COVID-19, the lowest recorded increase since July. | @DYGalvezINQ https://t.co/qEMcjwAOGw"
1323905473859510274,2020-11-04 08:30:36+00:00,"An endangered turtle has been rescued in Puerto Princesa City, Palawan, authorities said. https://t.co/P06AUxKAs2"
1323904603231047681,2020-11-04 08:27:09+00:00,"“We did win this election,” Trump said in an extraordinary speech from the ceremonial East Room of the White House. “This is a fraud on the American public.” #Elections2020
 https://t.co/PMXAe3LG2I"
1323904362440237057,2020-11-04 08:26:11+00:00,"Via @banderainquirer

‘Mahina ang ulo’ comment ni Arnell sa socmed para nga ba kay Angelica? https://t.co/3juWgeg9PZ"
1323902745833836544,2020-11-04 08:19:46+00:00,Democrat Joe Biden has won in the southwestern US state of Arizona. #Elections2020 https://t.co/YIHqLEDC79
1323902356174458880,2020-11-04 08:18:13+00:00,JUST IN: Democratic presidential candidate Joe Biden wins in Arizona: US media #Elections2020 | via AFP https://t.co/XcpEsAd7pY
1323902095074865152,2020-11-04 08:17:11+00:00,JUST IN: Democratic presidential candidate Joe Biden wins in Maine: US networks #Elections2020 | via AFP https://t.co/ljUmgyJXFF
1323901346513301506,2020-11-04 08:14:12+00:00,Kanye West has finally cast his ballot for the 2020 United States elections — his first time voting ever — and he has proudly disclosed that he voted for himself. \ @IBiongINQ https://t.co/wVk5Ni89w7
1323901224312172544,2020-11-04 08:13:43+00:00,"JUST IN: DOH logged 987 new cases, the lowest increase since July. DOH stressed though that the low number of cases may be due to Typhoon Rolly as some labs were unable to operate. https://t.co/jqNIE0LEiN"
1323900418531991552,2020-11-04 08:10:31+00:00,Kapamilya actress Angelica Panganiban was showered with love as she celebrated her 34th birthday on Wednesday. | @khallareINQ https://t.co/zaYGqKfw7k
1323900041728151553,2020-11-04 08:09:01+00:00,"'We did win this election,' US President Donald Trump tells his supporters in the East Room of the White House in Washington, DC, despite the final results not yet being given. https://t.co/vkaXJF1xzR"
1323898521955655680,2020-11-04 08:02:59+00:00,"JUST IN: DOH logged 987 new cases, the lowest increase since July. DOH stressed though that the low number of cases may be due to Typhoon Rolly as some labs were unable to operate.  | @jovicyeeINQ https://t.co/vrAHIOdqCw"
1323897293276237826,2020-11-04 07:58:06+00:00,"UPDATE: US President Donald Trump says ""we did win this election,"" despite the final results not yet being given. ""This is a fraud on the American public""
Says he will go the Supreme Court: ""We want all voting to stop"" | via AFP https://t.co/tQxS6bdjlF"
1323897161763966976,2020-11-04 07:57:34+00:00,"Britain-based Smarkets exchange is giving Trump 55% odds of winning, up from 39% when polls opened. The odds on Trump had risen to 80% at one point. https://t.co/UT6bsMSV5O"
1323896813678714883,2020-11-04 07:56:11+00:00,The central bank is urging the country’s large number of expatriate workers to invest a portion of their earnings in pension funds that will help them be better prepared financially for retirement. https://t.co/JwkAz1NryQ
1323895525620461568,2020-11-04 07:51:04+00:00,"Oregon became the first US state to decriminalize hard drugs, including the possession of small amounts of heroin and cocaine, and to legalize access to “magic mushrooms” for therapeutic use. https://t.co/VeO48XvqUF"
1323895523619852288,2020-11-04 07:51:04+00:00,"It is the country with the highest plastic waste generation in the world, with 105 kilograms per year, per capita, according to a recent study. https://t.co/MMcxj7WJd4"
1323893447963545600,2020-11-04 07:42:49+00:00,"“Ang celebrity, ang daming naaakit niyan…We have to debunk claims na porque ikaw ay isang artista, palagi ka na lang tama. Porque ikaw ay si Darna, hindi ka na pwedeng magsinungaling,” Parlade said. https://t.co/GGB6tArg98 https://t.co/h0TLUd8YrS"
1323892403418353664,2020-11-04 07:38:40+00:00,"Via @InquirerUSA

Twitter, Facebook flag Trump post slamming Supreme Court voting decision https://t.co/G9SFQtwnlT"
1323890406426292225,2020-11-04 07:30:44+00:00,"Via @banderainquirer

Michele Gumabao ‘naaksidente’ bago rumampa sa Miss Universe PH: I passed out, I collapsed https://t.co/Lf8E8ir58w"
1323889085631598594,2020-11-04 07:25:29+00:00,"The DOTr denied claims that returning OFWs were being ushered to private swab testing centers, where getting tested for COVID-19 is pricier. | @DYGalvezINQ https://t.co/j7WI2MyQL3"
1323887815726407680,2020-11-04 07:20:26+00:00,"So far, that gives Biden 209 electoral votes and Trump a maximum of 116, because Nebraska splits its electoral votes based on congressional district. https://t.co/RVF2WYwzFI"
1323886341533302784,2020-11-04 07:14:35+00:00,LOOK: Presidential daughter and Davao City Mayor Sara Duterte visits typhoon-hit areas with Sen. Imee Marcos (📷Office of Sen. Marcos) | @CMRamosINQ https://t.co/60qpuiOfIJ
1323885779836436480,2020-11-04 07:12:21+00:00,"Via @banderainquirer

MALALIM ang hugot ng singer-actress na si Geneva Cruz patungkol sa kanyang itsura noon at ang mga pagbabagong nangyari sa buhay niya ngayon. https://t.co/d8tyLPSpkT"
1323885523421843456,2020-11-04 07:11:20+00:00,Trump said he expected a “big win” and accused Democrats of trying to steal the election after rival Joe Biden also predicted victory. https://t.co/0pW1Ov8gns
1323883575972929536,2020-11-04 07:03:35+00:00,"President Donald Trump has won Texas, US networks forecast early Wednesday, taking the rich prize of 38 electoral votes in the Lone Star state. https://t.co/sqyOPlOCif"
1323882072872767489,2020-11-04 06:57:37+00:00,"Via @InquirerUSA

Basco family of actors caps Fil-Am History Month with talk story https://t.co/vZ0tMtGQh0"
1323879978908397571,2020-11-04 06:49:18+00:00,"Trump won in Florida, one of the most important battleground states in his battle for reelection against Democratic challenger Joe Biden, US media projected. https://t.co/MXeGVV4u9n"
1323879481690497024,2020-11-04 06:47:19+00:00,Democrat Joe Biden called for Americans to have patience with vote-counting as several swing states remain up in the air. https://t.co/RHnLMfzSVs
1323878801294721026,2020-11-04 06:44:37+00:00,President Rodrigo Duterte has ordered the DOH and the DTI to implement a price cap on COVID-19 testing to ensure its accessibility and affordability. | @DJEsguerraINQ https://t.co/6MwbD6keIU
1323878265971478529,2020-11-04 06:42:29+00:00,Twitter flagged a tweet in which US President Donald Trump accused Democrats of trying to steal the presidential election. https://t.co/E8cq8CEEgt
1323876852319113216,2020-11-04 06:36:52+00:00,"A number of key battleground states are still up in the air, including Arizona, Georgia, Michigan, Pennsylvania, and Wisconsin. The magic number of electoral votes is 270. https://t.co/2BreWMg7Hs"
1323876760476217344,2020-11-04 06:36:30+00:00,"READ: President Duterte orders gov't to place price cap on COVID-19 tests, test kits. | @KAguilarINQ https://t.co/M2psdDcDFd"
1323876681828872192,2020-11-04 06:36:12+00:00,"[As of 2 pm Manila time] US President Donald Trump wins vital battleground states Florida, Ohio, and Texas, cutting down democratic presidential candidate Joe Biden's lead to 10. #Elections2020 https://t.co/2WoLvyoxRr"
1323874725496573954,2020-11-04 06:28:25+00:00,"Via @InquirerUSA

Biden and Trump gird for possible court battle over vote count https://t.co/rmPNROwI2V"
1323873335273422848,2020-11-04 06:22:54+00:00,"Hang in there, Joe?

Democratic presidential candidate Joe Biden urged his supporters to ""keep the faith"", saying he believes he is 'on track' to win the US election. https://t.co/DzrWJksg70 https://t.co/xjl0IbcK9C"
1323871064733208577,2020-11-04 06:13:52+00:00,"Via @InquirerUSA

Nearly 75% of U.S. domestic workers made jobless by pandemic https://t.co/bZzUoHVqGN"
1323869135638532097,2020-11-04 06:06:12+00:00,Democratic candidates in the US states of Delaware and Vermont made history when they became the first openly transgender legislators in their states. https://t.co/tz2Rks3MzH
1323868785485377536,2020-11-04 06:04:49+00:00,JUST IN: Twitter flags Trump tweet accusing Biden's Democrats of trying to 'steal' election | via @AFP https://t.co/dJY9e9QS2q
1323866548277288967,2020-11-04 05:55:56+00:00,"Via @banderainquirer

KAHIT naghiwalay na sila ni Sue Ramirez at nagkanya-kanya na ng landas, puro magagandang salita pa rin ang sinasabi ni Joao Constancia sa dalaga. https://t.co/9UAoFxqVOZ"
1323866407008759809,2020-11-04 05:55:22+00:00,US President Donald Trump says Democrats are trying to 'steal' the election. He also predicts 'big WIN' and says he will speak on election night. #Elections2020 https://t.co/QKjrSjMQc4
1323865135954432000,2020-11-04 05:50:19+00:00,"The House panel on transportation approved a bill seeking to ban drag racing on public roads, to include public utility vehicles that race each other just to get passengers first. | @DYGalvezINQ https://t.co/ire7hBq5pp"
1323862089023238150,2020-11-04 05:38:12+00:00,The DOH said at least eight health facilities in the Bicol region were damaged during the onslaught of Super Typhoon #RollyPH. | @DJEsguerraINQ https://t.co/dLLJM8KLy1
1323861393565716481,2020-11-04 05:35:27+00:00,"Via @banderainquirer

KASUSULAT lang namin dito sa BANDERA kahapon ang tungkol sa project ni Kris Aquino na masisilayan ngayong Linggo, Nob. 8 pero tila may pagbabago na agad na magaganap. https://t.co/llSHCUBZAf"
1323860884830195713,2020-11-04 05:33:25+00:00,"Forty families were affected by a fire that ravaged about 20 houses in Delpan Bridge, Tondo, Manila on Wednesday morning. | @DYGalvezINQ https://t.co/MRz1tjgw5H"
1323860121345265666,2020-11-04 05:30:23+00:00,"For the second time, health officials in Cagayan de Oro City will be rolling out random tests for COVID-19 using the RT-PCR process. https://t.co/mdkDSWUDxL"
1323859458309660673,2020-11-04 05:27:45+00:00,"President Rodrigo Duterte may hold off the abrogation of the Visiting Forces Agreement with the U.S. for another six months, Malacañang said. | @KAguilarINQ https://t.co/DfHNG1cQBb"
1323859255464742912,2020-11-04 05:26:57+00:00,"Several celebrities are calling for help for Bicol following the onslaught of Typhoon #RollyPH, which hit the region as a super typhoon on Sunday morning. | @IBiongINQ https://t.co/RrnPDYw82n"
1323858903436828672,2020-11-04 05:25:33+00:00,"Tropical storm #SionyPH maintained its strength as it moves slowly over the Philippine Sea east of Extreme Northern Luzon, the state weather bureau said. | @khallareINQ https://t.co/FvwxtxHFX8"
1323858540071587840,2020-11-04 05:24:06+00:00,JUST IN: US President Donald Trump wins in hotly contested Ohio: US networks #Elections2020 | via @AFP https://t.co/76g2W27QTL
1323857755774586886,2020-11-04 05:20:59+00:00,"Via @InquirerUSA

Young U.S. Republicans defy party to fight climate change https://t.co/MaffVfA1ub"
1323855252660068355,2020-11-04 05:11:02+00:00,"Democrats retained their control of the House of Representatives as expected, US networks reported, slightly expanding their majority in the 435-seat chamber. https://t.co/vtELRjYfZT"
1323855213254582272,2020-11-04 05:10:53+00:00,"Recto advised the government’s vaccine czar to “assemble his Justice League” to ensure an effective COVID-19 vaccination program, saying that “one Superman” cannot shoulder the responsibility alone. | @CMRamosINQ https://t.co/C9naxxD5I7"
1323854557718466561,2020-11-04 05:08:17+00:00,Police arrested the suspect in the killing of a 20-year-old woman whose body was found inside her house in Olongapo City on Monday. https://t.co/qPBAc2dAwO
1323853767545114629,2020-11-04 05:05:08+00:00,"Via @banderainquirer

IBA-IBA ang naging reaksyon ng mga netizens sa viral at trending performance ni Ai Ai delas Alas sa “The Clash Season 3” ng GMA 7 last weekend. https://t.co/APtfyeZEFG"
1323853543997136896,2020-11-04 05:04:15+00:00,The DOH assured that the designation of former military chief Sec. Carlito Galvez Jr. as the country’s COVID-19 vaccine czar will not bring changes to its vaccine plans. | @DJEsguerraINQ https://t.co/s3z57pCb2t
1323853086096502784,2020-11-04 05:02:26+00:00,"Geneva Cruz opened up on the insecurities she has had with her nose, even after getting plastic surgery for it. | @NGunoINQ https://t.co/bLqO0A5WhK"
1323851548485652482,2020-11-04 04:56:19+00:00,"A critic brought up the subject of necrophilia and pedophilia in questioning the proposed SOGIE Equality bill, earning the ire of Bataan 1st District Rep. Geraldine Roman. | @NAMercadoINQ https://t.co/AVn2JWNiVb"
1323850058543058951,2020-11-04 04:50:24+00:00,"Angel Locsin is offering an assistance of P1,000 to those who have been affected by the onslaught of Typhoon #RollyPH. | @NGunoINQ https://t.co/OZ0QLeLHEb"
1323848982540537857,2020-11-04 04:46:08+00:00,"Via @InquirerUSA

Michelle Obama tells girls to fight man's 'presumption' to power https://t.co/QpghDwzXd2"
